"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"max"	"maxcol"
"GO:0015171"	0.000208484	0.068581358	0.009501387	0.000654274	0.000685892	0.00510707	0.007059584	0.002342036	0.905859916	"0.905859916"	"9"
"GO:0005776"	1.24e-08	0.001186893	0.003962249	2.99e-07	0.011073691	4.79e-09	3.28e-08	9.89e-06	0.983766932	"0.983766932"	"9"
"GO:0005871"	4.67e-07	0.000280369	0.000160736	3.64e-07	0.074362639	1.73e-07	1.73e-07	0.000445158	0.924749921	"0.924749921"	"9"
"GO:0005874"	5.38e-52	2.54e-24	6.76e-11	1.33e-39	1.89e-13	2.2e-52	1.41e-48	2.44e-32	1	"1"	"9"
"GO:0005875"	1e-06	0.001620866	0.018775819	5.07e-06	0.193425347	4.11e-07	1.04e-06	0.000137077	0.786033368	"0.786033368"	"9"
"GO:0005876"	2.29e-11	5.26e-06	0.005070899	2.03e-09	0.007321479	8.43e-12	2.83e-10	1.63e-08	0.987602339	"0.987602339"	"9"
"GO:0005913"	1.9e-07	0.007186808	0.021583168	5.53e-06	6.03e-05	8.91e-08	2.68e-07	0.000354408	0.970809273	"0.970809273"	"9"
"GO:0005912"	1.33e-06	0.002816409	0.950651553	0.006760769	0.003050243	8.15e-07	2.09e-06	0.000382945	0.03633385	"0.950651553"	"3"
"GO:0005911"	5.79e-29	6.48e-13	1.65e-06	6.3e-21	6.97e-09	3.67e-29	2.19e-24	1.04e-17	0.999998348	"0.999998348"	"9"
"GO:0097194"	0.002088407	0.033268256	0.076209822	0.005506261	0.125125083	0.000772782	0.001718563	0.009696776	0.74561405	"0.74561405"	"9"
"GO:0030032"	5.38e-09	0.003197167	0.004408936	3.52e-09	0.114732717	1.23e-08	6.71e-08	1.34e-06	0.877659749	"0.877659749"	"9"
"GO:0030033"	0.013889684	0.070850428	0.63015342	0.032057041	0.108838076	0.00566562	0.006350442	0.043169192	0.089026096	"0.63015342"	"3"
"GO:0097190"	1.13e-21	2.04e-08	4.38e-06	1.29e-18	0.001742328	6.9e-22	3.25e-19	6.45e-14	0.99825327	"0.99825327"	"9"
"GO:0097191"	2.9e-12	1.62e-07	0.007471336	3.56e-07	0.000750066	3.36e-12	2.87e-11	4.43e-09	0.991778075	"0.991778075"	"9"
"GO:0030036"	2.5e-20	3.38e-13	0.005458497	3.03e-13	1.15e-08	1e-20	5.63e-18	4.1e-12	0.994541491	"0.994541491"	"9"
"GO:0097193"	1.29e-05	0.000289845	0.011029892	0.00717949	0.000610436	5.8e-06	0.000338065	0.001015872	0.9795177	"0.9795177"	"9"
"GO:0061512"	4.28e-06	0.000520418	0.000703372	2.66e-06	0.000673462	2e-05	7.77e-06	0.000157271	0.997910753	"0.997910753"	"9"
"GO:0008219"	2.73e-10	3.17e-06	0.329983304	1.19e-07	0.265574812	1.11e-10	3.53e-08	1.67e-08	0.404438543	"0.404438543"	"9"
"GO:0006606"	1.08e-09	2.39e-05	0.000115827	1.44e-08	0.122956713	1.04e-09	4.51e-07	9.42e-08	0.876902981	"0.876902981"	"9"
"GO:0000375"	4.4e-05	0.000468127	0.001542319	2.96e-05	0.937255759	1.73e-05	3.79e-05	0.000177023	0.060427999	"0.937255759"	"5"
"GO:0007602"	0.001062297	0.001067596	0.057183122	0.002661074	0.914525054	0.001264242	0.001583143	0.000479569	0.020173904	"0.914525054"	"5"
"GO:0006796"	8.53e-05	0.008141238	0.303839761	0.006474095	0.102604681	4.77e-05	7.31e-05	0.002331139	0.576403027	"0.576403027"	"9"
"GO:0048675"	0.001127644	0.008473678	0.017631231	0.001524693	0.290937463	0.000477891	0.001451838	0.003315064	0.675060498	"0.675060498"	"9"
"GO:0005267"	1.95e-05	0.00033799	0.003570646	2.57e-05	0.807315336	7.39e-06	4.97e-05	5.27e-05	0.188621015	"0.807315336"	"5"
"GO:0005261"	0.000132218	0.077597061	0.001690875	5.46e-05	0.006222699	0.001299878	0.001716694	0.002185013	0.909100966	"0.909100966"	"9"
"GO:0005262"	0.000115349	0.005667587	0.000147916	4.82e-05	0.00384512	0.019576565	7.42e-05	0.009083713	0.961441315	"0.961441315"	"9"
"GO:0000086"	6.38e-26	7.98e-10	1.8e-09	6.26e-22	7.76e-11	2.99e-25	3.51e-23	4.1e-15	0.999999997	"0.999999997"	"9"
"GO:0000082"	2.78e-16	5.95e-06	4.19e-06	2.17e-13	2.68e-06	1.92e-16	9.72e-16	9.09e-08	0.99998709	"0.99998709"	"9"
"GO:0048678"	0.010104137	0.08577538	0.43553092	0.012109757	0.105270486	0.004688751	0.016536808	0.020690256	0.309293505	"0.43553092"	"3"
"GO:0042769"	0.000270575	0.011102782	0.20459956	0.001137695	0.022874008	0.000108569	0.000169719	0.009423341	0.750313751	"0.750313751"	"9"
"GO:0050728"	3.48e-15	3.94e-09	0.150737156	2.5e-10	0.089781518	2.81e-15	1.27e-12	6.97e-12	0.759481322	"0.759481322"	"9"
"GO:0050727"	1.84e-13	9.1e-07	0.001247643	1.75e-08	0.000218369	7.16e-14	2.14e-11	5.87e-10	0.99853306	"0.99853306"	"9"
"GO:0010629"	1.63e-13	1.35e-10	3.14e-06	1.03e-10	0.25245806	7.45e-14	2.25e-13	1.46e-08	0.747538784	"0.747538784"	"9"
"GO:0010628"	1.08e-38	1.28e-17	1.7e-05	1.14e-26	9.24e-10	5.14e-39	3.52e-35	6.93e-24	0.999983027	"0.999983027"	"9"
"GO:0001568"	1.29e-07	0.004574244	0.365322438	5.89e-06	0.000345016	6.31e-08	1.39e-06	8.26e-05	0.629668264	"0.629668264"	"9"
"GO:0001569"	3.56e-05	0.000102089	0.000474029	1.52e-05	0.96006476	1.81e-05	1.54e-05	0.000175473	0.039099284	"0.96006476"	"5"
"GO:0036342"	0.059865313	0.044925581	0.025123563	0.027894946	0.393775965	0.130839413	0.024708071	0.050776014	0.242091136	"0.393775965"	"5"
"GO:0043982"	9.32e-06	0.001667767	0.334084112	2.6e-05	0.021727033	4.02e-06	1.2e-05	0.000164219	0.642305488	"0.642305488"	"9"
"GO:0043981"	9.32e-06	0.001667767	0.334084112	2.6e-05	0.021727033	4.02e-06	1.2e-05	0.000164219	0.642305488	"0.642305488"	"9"
"GO:0043984"	2.92e-07	3.62e-05	0.059409087	6.12e-07	0.100468531	1.1e-07	1.6e-07	2.62e-05	0.840058791	"0.840058791"	"9"
"GO:0016706"	1.08e-05	1.04e-06	0.005766716	1.3e-05	0.806047883	3.96e-06	5.43e-06	7.3e-05	0.188078217	"0.806047883"	"5"
"GO:0035872"	1.15e-11	0.003203263	0.006070707	1.95e-07	4.96e-05	4.76e-12	9.77e-11	2.07e-07	0.99067605	"0.99067605"	"9"
"GO:0019706"	1.9e-07	0.007238616	0.003350796	2.21e-07	0.007702906	3.73e-07	9.71e-07	4.48e-05	0.981661118	"0.981661118"	"9"
"GO:0042169"	4.19e-09	1.58e-05	0.061225403	3.42e-08	0.845156406	1.6e-09	9.78e-09	3.39e-07	0.093602014	"0.845156406"	"5"
"GO:0071397"	0.000130804	0.01169539	0.24622144	0.736229203	0.000261503	0.001346379	0.000951521	0.000301063	0.002862697	"0.736229203"	"4"
"GO:0070374"	1.11e-22	4.2e-13	3.38e-06	3.99e-13	8.13e-10	5.71e-23	6.74e-21	3.9e-14	0.999996616	"0.999996616"	"9"
"GO:0070373"	5.69e-16	1.24e-09	2.03e-06	3e-15	0.998866838	2.54e-16	2.02e-13	2.84e-13	0.00113113	"0.998866838"	"5"
"GO:0070372"	4.8e-06	0.000556847	0.035637943	9.83e-06	0.923013827	2.1e-06	4.29e-06	4.83e-05	0.040722033	"0.923013827"	"5"
"GO:0070371"	0.011351164	0.254641608	0.022145977	0.004971001	0.018983446	0.005745182	0.004178598	0.161519415	0.516463608	"0.516463608"	"9"
"GO:0034587"	0.000457091	0.004146779	0.048179962	0.003756858	0.003754184	0.000168244	0.000168155	0.020650134	0.918718592	"0.918718592"	"9"
"GO:0035725"	3.52e-11	2.32e-05	0.08995702	1.76e-06	0.00015023	3.28e-11	3.15e-11	5.37e-06	0.909862448	"0.909862448"	"9"
"GO:0050919"	2.43e-06	0.000280395	0.004358349	9.25e-06	0.189085506	9.09e-07	3.51e-06	5.47e-05	0.806204989	"0.806204989"	"9"
"GO:0050918"	1.72e-05	0.00372267	0.4977646	0.00127035	0.002660425	8.61e-06	2.86e-05	0.00053826	0.493989335	"0.4977646"	"3"
"GO:0097503"	0.012941422	0.094308839	0.229171164	0.050971023	0.2237141	0.004844828	0.013086763	0.040588378	0.330373483	"0.330373483"	"9"
"GO:0045807"	0.000584601	0.184857956	0.198647793	0.000788807	0.002037208	0.002273128	0.024570332	0.003471151	0.582769023	"0.582769023"	"9"
"GO:0006479"	6.37e-05	0.000900306	0.019044372	0.000175755	0.726430306	2.77e-05	4.13e-05	0.000281795	0.2530348	"0.726430306"	"5"
"GO:0006471"	0.002812643	0.057666253	0.396011935	0.037242327	0.067600073	0.001058603	0.012303652	0.009543393	0.41576112	"0.41576112"	"9"
"GO:0006470"	2.59e-22	2.59e-12	3.28e-05	1.61e-16	0.371354419	1.49e-22	1.69e-20	9.3e-15	0.628612781	"0.628612781"	"9"
"GO:0005070"	2.79e-10	3.55e-05	0.032494926	9.76e-07	0.029027566	1.48e-10	8.99e-10	1.03e-06	0.938440026	"0.938440026"	"9"
"GO:0030488"	1.37e-05	0.000399578	0.004678395	6.46e-06	0.660187872	6.55e-06	6.14e-06	0.000236477	0.334464815	"0.660187872"	"5"
"GO:0048863"	3.35e-05	0.001329432	0.003170243	6.43e-05	0.979608239	1.32e-05	4.4e-05	0.000134009	0.015603078	"0.979608239"	"5"
"GO:0019915"	8.64e-06	1.69e-05	4.52e-05	3.23e-06	0.987100823	3.96e-06	3.69e-06	2.1e-05	0.012796591	"0.987100823"	"5"
"GO:0045111"	5.28e-08	6.22e-06	1.52e-08	2.16e-08	0.968448505	2.24e-07	6.48e-08	1.42e-06	0.031543477	"0.968448505"	"5"
"GO:0000145"	0.000847909	0.001222713	0.006748162	0.000422555	0.944756535	0.000317403	0.000355518	0.001668522	0.043660683	"0.944756535"	"5"
"GO:0000149"	2.38e-08	2.88e-05	0.000188619	4.68e-08	0.038661631	1.72e-08	3.68e-08	7.71e-06	0.961113117	"0.961113117"	"9"
"GO:0006813"	1.15e-13	7.67e-10	0.038732795	3.04e-08	6.6e-05	4.43e-14	5.77e-12	9.61e-10	0.961201137	"0.961201137"	"9"
"GO:0006812"	3.36e-06	0.005051734	0.084959878	0.000125309	0.008249581	1.29e-06	8.52e-06	0.000482999	0.90111733	"0.90111733"	"9"
"GO:0006811"	2.81e-29	7.05e-16	0.99429296	3.29e-17	4.04e-09	3.1e-29	2.29e-26	3.56e-19	0.005707036	"0.99429296"	"3"
"GO:0006810"	1.28e-57	8.18e-26	1.97e-09	8.74e-41	2.13e-19	8.49e-58	1.97e-46	1.72e-38	0.999999998	"0.999999998"	"9"
"GO:0006816"	5.16e-20	2.21e-11	2.53e-08	1.88e-17	0.888147507	1.92e-20	1.16e-18	4.61e-14	0.111852468	"0.888147507"	"5"
"GO:0006814"	1.55e-12	3.92e-09	2.47e-05	8.35e-11	0.002134695	8.03e-13	5.79e-12	3.66e-08	0.997840547	"0.997840547"	"9"
"GO:0008305"	6.75e-06	0.000689266	0.147439947	0.000145342	0.043424144	3.48e-06	3.34e-06	0.000455934	0.807831792	"0.807831792"	"9"
"GO:0003824"	1.25e-27	8.25e-16	2.85e-06	1.77e-20	2.77e-05	4.79e-28	4.75e-23	3.97e-20	0.999969494	"0.999969494"	"9"
"GO:0008307"	3.06e-05	0.022239399	0.000272812	1.13e-05	0.000142069	0.001352766	5.34e-05	0.001619955	0.974277645	"0.974277645"	"9"
"GO:0003823"	0.00375388	0.041479423	0.724796813	0.123684096	0.003771295	0.001381344	0.01804485	0.006584216	0.076504083	"0.724796813"	"3"
"GO:0045862"	0.000450682	0.901908239	0.061374332	0.011201443	0.000746212	0.000195878	0.000273094	0.015401027	0.008449093	"0.901908239"	"2"
"GO:0045860"	8.3e-12	4.03e-08	0.000639701	3.47e-10	0.98328437	5.26e-12	1.74e-11	4.19e-09	0.016075885	"0.98328437"	"5"
"GO:0006953"	1.04e-05	0.70347876	0.068807968	5.88e-05	0.113199457	4.72e-06	1.48e-05	0.000266911	0.114158094	"0.70347876"	"2"
"GO:0048013"	3.23e-14	5.45e-13	8.72e-06	8.73e-13	0.369742887	1.23e-14	4.85e-14	4.03e-09	0.630248391	"0.630248391"	"9"
"GO:0006959"	4.08e-09	7.74e-05	0.002142863	3.85e-07	0.153948497	1.55e-09	2.89e-08	1.18e-06	0.843829608	"0.843829608"	"9"
"GO:0051084"	4.37e-05	0.006023942	0.606490724	0.012831231	0.011635038	2.82e-05	0.000232556	0.000322692	0.362391835	"0.606490724"	"3"
"GO:0051087"	3.31e-10	1.98e-06	0.000292116	3.6e-07	0.000528694	1.36e-10	1.26e-08	4.4e-08	0.999176797	"0.999176797"	"9"
"GO:0051082"	3.56e-10	2.06e-05	0.526339521	1.53e-05	2.32e-05	1.36e-10	2.61e-08	1.96e-07	0.473601254	"0.526339521"	"3"
"GO:0090502"	3.67e-08	0.000751532	0.000113526	5.18e-08	0.052324356	1.2e-07	4.21e-06	4.39e-06	0.946801769	"0.946801769"	"9"
"GO:0090503"	0.018375924	0.010050195	0.049050598	0.013375114	0.869469767	0.018672048	0.006808047	0.010861575	0.003336732	"0.869469767"	"5"
"GO:0090501"	2.39e-07	0.004183953	0.009377771	9.97e-08	0.006692813	3.8e-06	3.05e-05	4.51e-06	0.979706357	"0.979706357"	"9"
"GO:0071560"	1.02e-06	0.000860118	0.003922913	1.1e-06	0.954678389	3.78e-07	6.71e-07	0.000124763	0.040410645	"0.954678389"	"5"
"GO:0071565"	0.006023084	0.01043745	0.006290632	0.002315019	0.033526273	0.004011418	0.002314198	0.014360856	0.920721069	"0.920721069"	"9"
"GO:0071564"	0.008492344	0.197910026	0.154190672	0.021714465	0.035229166	0.003203745	0.007593861	0.036222249	0.535443472	"0.535443472"	"9"
"GO:0005892"	0.120805192	0.045125842	0.098621973	0.088082488	0.063812446	0.242569505	0.180000712	0.129375511	0.031606331	"0.242569505"	"6"
"GO:0005891"	5.77e-07	0.000831704	0.000980102	3.89e-07	0.000447929	2.06e-05	1.92e-05	3.6e-05	0.997663522	"0.997663522"	"9"
"GO:0051439"	2.36e-07	6.09e-11	0.079381271	0.000168573	7.67e-05	1.21e-07	3.68e-06	0.000174585	0.920194855	"0.920194855"	"9"
"GO:0051437"	2.5e-07	3.64e-08	7.98e-09	1.87e-06	0.000646144	3.79e-07	1.67e-06	0.000177666	0.999171978	"0.999171978"	"9"
"GO:0051436"	1.27e-05	0.034606741	0.036491369	0.003447791	0.000175499	5.9e-06	0.000119787	0.00158477	0.92355541	"0.92355541"	"9"
"GO:0007026"	0.000114077	0.057391414	0.034779784	0.001247598	0.005168092	7.25e-05	0.001145749	0.001422755	0.898658079	"0.898658079"	"9"
"GO:0007029"	0.00444635	0.000213816	0.000210763	2.83e-05	0.939001693	0.002030224	0.002100567	0.011644729	0.040323571	"0.939001693"	"5"
"GO:0007067"	1.2e-53	8.38e-27	3.11e-19	3.24e-45	3.15e-16	1.46e-52	2.57e-46	6.33e-35	1	"1"	"9"
"GO:0030234"	0.03528703	0.045173031	0.072831899	0.017525755	0.54358727	0.017076263	0.015523241	0.054662	0.198333511	"0.54358727"	"5"
"GO:0035064"	4.95e-18	2.6e-12	3.81e-09	4.32e-18	0.998563675	2.69e-18	9.08e-18	5.44e-14	0.001436322	"0.998563675"	"5"
"GO:0035066"	0.000259245	0.003293733	0.381037327	0.00113849	0.419411679	0.000116938	0.000324732	0.000601758	0.193816098	"0.419411679"	"5"
"GO:0061025"	1.19e-08	0.019029106	0.000775966	1.37e-07	0.001557959	1.8e-08	1.66e-07	1.83e-05	0.978618366	"0.978618366"	"9"
"GO:0061024"	3.16e-29	1.57e-17	3.48e-07	4.21e-23	1.84e-19	3.5e-28	1.79e-23	3.69e-18	0.999999652	"0.999999652"	"9"
"GO:0061028"	0.000125008	0.019387086	0.172607133	0.001677878	0.044890636	4.72e-05	0.000533169	0.000843315	0.759888552	"0.759888552"	"9"
"GO:0031982"	2.74e-15	3.23e-11	0.001011339	1.18e-11	0.002480535	1.11e-15	8.83e-15	2.19e-09	0.996508124	"0.996508124"	"9"
"GO:0006260"	3.32e-17	3.79e-12	5.8e-08	5.38e-15	0.030440931	1.27e-17	2.8e-17	2.49e-09	0.969559008	"0.969559008"	"9"
"GO:0006261"	2.63e-06	0.000630917	0.005861931	6.81e-06	0.098583893	1.48e-06	1.82e-05	4.87e-05	0.894845418	"0.894845418"	"9"
"GO:0005795"	1.82e-07	7.23e-05	0.002646923	2.29e-05	0.004507229	1.68e-07	6.75e-08	0.000345962	0.992404277	"0.992404277"	"9"
"GO:0005794"	9.77e-131	1.81e-57	2.27e-24	1.21e-101	8.66e-35	3.9e-131	1.77e-116	2.99e-76	1	"1"	"9"
"GO:0005796"	1.19e-10	5.79e-06	0.000549538	2.04e-10	0.970597475	7.96e-11	1.93e-08	9.53e-09	0.028847167	"0.970597475"	"5"
"GO:0005791"	0.000348208	0.00536636	0.000419974	0.00093881	0.821768622	0.000131036	0.000171467	0.005486668	0.165368856	"0.821768622"	"5"
"GO:0005790"	0.00138351	0.05850681	0.876048696	0.022177236	0.007750561	0.000537401	0.002591182	0.004978279	0.026026324	"0.876048696"	"3"
"GO:0005793"	2.82e-09	0.0001598	0.000230089	2.16e-08	0.01677956	1.07e-09	1.64e-09	3.73e-05	0.982793266	"0.982793266"	"9"
"GO:0042744"	6.67e-07	2.31e-05	0.00158534	1.52e-06	0.997601362	4e-07	3.24e-06	5.24e-07	0.000783856	"0.997601362"	"5"
"GO:0042742"	3.45e-08	0.000752674	0.030104621	2.87e-05	0.138468427	1.46e-08	3.06e-07	1.13e-05	0.830633905	"0.830633905"	"9"
"GO:0048662"	1.1e-05	0.000184501	0.695319651	8.93e-05	0.010775511	4.05e-06	7.32e-06	0.000157233	0.293451427	"0.695319651"	"3"
"GO:0031369"	0.019148518	0.040272313	0.007582863	0.032038763	0.042684307	0.053175851	0.009519013	0.01996202	0.775616353	"0.775616353"	"9"
"GO:0048661"	1.85e-15	1.64e-08	0.000401113	6.25e-13	0.069493941	7.24e-16	9.43e-14	1.38e-11	0.93010493	"0.93010493"	"9"
"GO:0048471"	3.78e-116	3.88e-62	2.04e-26	6.05e-91	2.86e-27	3e-116	5.67e-102	1.46e-75	1	"1"	"9"
"GO:0048477"	0.000194252	0.035639791	0.302342406	0.00179568	0.011424505	7.85e-05	0.000306925	0.002750417	0.645467476	"0.645467476"	"9"
"GO:0005539"	1.12e-05	0.044868976	0.173083803	1.21e-05	0.062674876	9.76e-06	0.00022882	0.000119862	0.718990626	"0.718990626"	"9"
"GO:0005249"	1.19e-11	2.82e-06	0.005168717	4.6e-08	0.000172181	4.69e-12	3.78e-09	7.7e-09	0.99465622	"0.99465622"	"9"
"GO:0005248"	0.00046495	0.001609394	0.023427803	0.000371379	0.86812301	0.000189419	0.000210448	0.001898221	0.103705377	"0.86812301"	"5"
"GO:0005246"	0.000688788	0.81598911	0.058601586	0.007398849	0.000312919	0.000362346	0.001533447	0.00697506	0.108137894	"0.81598911"	"2"
"GO:0005245"	1.07e-06	0.028932777	4.71e-06	8.76e-06	0.001265692	1.01e-06	1.36e-06	0.001095508	0.968689109	"0.968689109"	"9"
"GO:0005244"	1.08e-06	0.003294956	0.344789587	0.000188462	0.003897548	4.46e-07	0.000156241	1.96e-05	0.647652062	"0.647652062"	"9"
"GO:0005242"	0.000623048	0.158027463	0.18868613	0.033701281	0.001578441	0.000233082	0.00052243	0.015362826	0.601265299	"0.601265299"	"9"
"GO:0004114"	0.000419755	0.524301261	0.449920612	0.008207496	0.001275953	0.000171104	0.005004001	0.002106509	0.00859331	"0.524301261"	"2"
"GO:0004115"	0.000262885	0.390237444	0.189511021	0.000136675	0.001385464	0.0002022	0.00023129	0.003515743	0.414517279	"0.414517279"	"9"
"GO:0009791"	3.81e-13	5.31e-05	0.238890556	2.24e-08	4.65e-06	2.08e-13	2.17e-10	1.99e-08	0.761051694	"0.761051694"	"9"
"GO:0009790"	6.82e-10	4.76e-07	6.24e-06	5.74e-10	0.983745522	4.34e-10	6.94e-09	2.35e-08	0.016247733	"0.983745522"	"5"
"GO:0001540"	4.51e-09	3.76e-06	0.092632182	7.18e-07	0.134231278	2.25e-09	8.19e-08	3.39e-07	0.77313163	"0.77313163"	"9"
"GO:0046939"	0.025795606	0.124056053	0.55368821	0.103350751	0.098539872	0.023197094	0.017737853	0.02693482	0.026699742	"0.55368821"	"3"
"GO:0055088"	0.145580111	0.155131933	0.080122273	0.067055946	0.186380499	0.080853531	0.164629157	0.06704705	0.053199501	"0.186380499"	"5"
"GO:0001894"	0.000418141	0.043942494	0.574882967	0.009307644	0.007430187	0.000158803	0.004669479	0.001434454	0.357755832	"0.574882967"	"3"
"GO:0001895"	2.21e-08	0.000415529	0.001008636	3.92e-08	0.018769093	2.65e-08	2.68e-07	3.4e-06	0.979802987	"0.979802987"	"9"
"GO:0001892"	0.076673165	0.028351674	0.15407041	0.240829394	0.028417293	0.203728877	0.040616571	0.042263221	0.185049395	"0.240829394"	"4"
"GO:0055085"	5.12e-87	1.16e-39	7.32e-19	1.9e-60	1.73e-26	4.36e-87	5.18e-75	8.67e-51	1	"1"	"9"
"GO:0055086"	2.48e-16	1.52e-10	2.05e-07	5.09e-15	0.988548267	1.53e-16	8.84e-13	7.86e-13	0.011451528	"0.988548267"	"5"
"GO:0001891"	2.45e-07	8.41e-05	0.484751884	1.34e-05	0.256190596	2.03e-07	3.4e-06	1.71e-06	0.258954505	"0.484751884"	"3"
"GO:0032040"	0.000158609	0.019967272	0.058422916	0.000294151	0.210401549	0.000180734	0.002031226	0.000977479	0.707566064	"0.707566064"	"9"
"GO:0015631"	2.64e-09	0.000178748	0.03181913	1.15e-05	0.223756282	2.75e-09	3.81e-08	5.36e-07	0.74423378	"0.74423378"	"9"
"GO:0015630"	6.52e-32	1.49e-14	0.000160029	1.85e-22	1.22e-05	2.46e-32	3.67e-26	1.57e-22	0.999827787	"0.999827787"	"9"
"GO:0042104"	2.06e-07	0.000309728	0.522959108	9.71e-06	0.059425945	8.09e-08	4.1e-06	2.63e-06	0.417288498	"0.522959108"	"3"
"GO:0042102"	5.99e-12	1.95e-05	0.924134367	1.95e-07	8.1e-06	2.29e-12	1.86e-09	3.33e-09	0.075837884	"0.924134367"	"3"
"GO:0060389"	2.43e-06	0.103138367	0.012722961	2.58e-06	0.096055712	1.1e-06	2.97e-06	7.01e-05	0.78800381	"0.78800381"	"9"
"GO:0045776"	0.000347773	0.015564766	0.418899675	0.003672051	0.273362795	0.000129625	0.008852347	0.000563049	0.278607919	"0.418899675"	"3"
"GO:0045773"	1.89e-06	0.000809519	0.001073253	1.31e-06	0.283883568	1.07e-06	1.29e-06	0.000199167	0.714028922	"0.714028922"	"9"
"GO:0071044"	0.009513586	0.017340129	0.873728429	0.022368491	0.046388688	0.003704565	0.010782071	0.005563836	0.010610205	"0.873728429"	"3"
"GO:0060548"	1.13e-09	2.07e-05	0.00336856	8.3e-08	0.030571602	5.74e-10	8.33e-07	4.97e-08	0.966038211	"0.966038211"	"9"
"GO:0050930"	0.066630032	0.118017639	0.225755916	0.161293287	0.067407917	0.026262515	0.024905611	0.189234333	0.12049275	"0.225755916"	"3"
"GO:0046332"	3.54e-07	0.001574725	0.000401649	3.78e-07	0.001769097	6.65e-07	5.19e-07	0.000219127	0.996033484	"0.996033484"	"9"
"GO:0046330"	6.32e-16	6.36e-08	0.000158668	2.16e-11	1.7e-06	3.08e-16	2.3e-15	1.78e-10	0.999839567	"0.999839567"	"9"
"GO:0006457"	3.23e-17	1.4e-09	0.419644716	8.51e-12	0.565491662	1.95e-17	2.09e-14	2.79e-13	0.01486362	"0.565491662"	"5"
"GO:0009898"	3e-12	2.4e-08	1.92e-05	1.13e-10	0.642663972	1.1e-12	1.15e-11	1.65e-09	0.357316786	"0.642663972"	"5"
"GO:0035307"	2.84e-05	0.000159179	0.004636179	4.69e-05	0.938253007	1.12e-05	2e-05	9.88e-05	0.056746289	"0.938253007"	"5"
"GO:0008146"	0.000162542	0.006343379	0.148979851	0.005913287	0.079175047	7.28e-05	7.87e-05	0.007040218	0.752234225	"0.752234225"	"9"
"GO:0008144"	1.11e-15	1.01e-09	7.68e-06	1.49e-12	3.15e-05	6.4e-16	1.95e-13	8.84e-11	0.999960777	"0.999960777"	"9"
"GO:0045177"	4.75e-17	7.16e-06	0.096405579	1.26e-14	1.7e-09	1.42e-16	1.83e-13	9.84e-11	0.903587262	"0.903587262"	"9"
"GO:0045176"	0.051831667	0.032429709	0.112878151	0.058350444	0.133218687	0.134384619	0.074865298	0.271504334	0.13053709	"0.271504334"	"8"
"GO:0045171"	1.05e-05	1.97e-05	0.256178294	0.000905294	0.011429435	4.42e-06	6.99e-06	0.000584653	0.73086066	"0.73086066"	"9"
"GO:0000123"	3.86e-07	6.21e-05	0.061767466	1.56e-06	0.781307087	1.44e-07	6.35e-07	9.41e-06	0.156851183	"0.781307087"	"5"
"GO:0000122"	1.67e-95	1.69e-52	5.8e-31	1.31e-80	4.49e-15	9.03e-95	1.31e-84	1.77e-61	1	"1"	"9"
"GO:0001085"	0.000222649	0.004039983	0.012722288	0.000546694	0.86273994	8.72e-05	0.00036289	0.000833519	0.118444817	"0.86273994"	"5"
"GO:0006879"	4.62e-11	5.09e-06	6.57e-06	5.26e-10	0.027648058	2.94e-11	1.47e-10	2.24e-07	0.972340058	"0.972340058"	"9"
"GO:0006878"	0.073409349	0.226213361	0.135599537	0.055637221	0.178458678	0.02897037	0.094932141	0.048148433	0.15863091	"0.226213361"	"2"
"GO:0006874"	1.43e-10	2.05e-09	0.004261879	1.85e-08	0.00113892	8.65e-11	9.31e-10	1.79e-07	0.994599	"0.994599"	"9"
"GO:0043687"	4.15e-46	6.1e-25	4.8e-16	1.07e-31	1.9e-19	1.53e-46	1.49e-38	1.36e-30	1	"1"	"9"
"GO:0008324"	0.000233062	0.000783224	0.010698686	0.000143189	0.338753918	9.65e-05	0.00010038	0.004794244	0.644396818	"0.644396818"	"9"
"GO:0045211"	8.61e-27	1.2e-09	9.8e-05	4.76e-16	6.65e-12	3.99e-27	1.99e-23	2.38e-14	0.999901956	"0.999901956"	"9"
"GO:0045214"	0.054404916	0.089118094	0.525770217	0.117376153	0.08282243	0.020049654	0.067114635	0.030436165	0.012907735	"0.525770217"	"3"
"GO:0045216"	3.59e-10	7.24e-05	0.003894704	1.64e-06	1.81e-05	1.35e-10	7.46e-10	5.51e-06	0.996007615	"0.996007615"	"9"
"GO:0070491"	5.93e-06	0.066092609	0.471763219	5.35e-05	0.012136637	2.5e-06	7.02e-05	0.000315357	0.449559966	"0.471763219"	"3"
"GO:0009636"	2.46e-09	0.000732339	0.634033822	6.08e-06	8.74e-05	1.02e-09	8.61e-08	4.65e-06	0.365135589	"0.634033822"	"3"
"GO:0010181"	0.20295803	0.086315391	0.132051225	0.081143715	0.203004639	0.075920924	0.080249277	0.08029138	0.05806542	"0.203004639"	"5"
"GO:0051966"	0.006863176	0.018098695	0.368459769	0.003112642	0.115296313	0.002566825	0.002525891	0.038965319	0.444111371	"0.444111371"	"9"
"GO:0021915"	0.006065893	0.127601091	0.238765911	0.009676182	0.338337211	0.002283357	0.003475564	0.063498823	0.210295969	"0.338337211"	"5"
"GO:0002474"	2.57e-18	2.58e-11	2.46e-07	1.92e-15	0.528025713	1.29e-18	5.78e-13	5.21e-15	0.471974041	"0.528025713"	"5"
